__UUID4__;da2aa5e3-80f9-4d6e-9f08-c62b0ec11b05
__CREATED-ON__;2026-09-18 17:04:41.642538
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
VAL;2026-09-18 17:04:58.862888;;;WHEEL_POS;7.519,0.00
VAL;2026-09-18 17:04:58.892033;;;WHEEL_POS;7.548,0.00
VAL;2026-09-18 17:04:58.907662;;;WHEEL_POS;7.564,0.00
VAL;2026-09-18 17:04:58.938914;;;WHEEL_POS;7.595,0.00
VAL;2026-09-18 17:04:58.954539;;;WHEEL_POS;7.611,0.00
VAL;2026-09-18 17:04:59.000169;;;WHEEL_POS;7.657,0.00
VAL;2026-09-18 17:04:59.032507;;;WHEEL_POS;7.689,0.00
VAL;2026-09-18 17:04:59.048135;;;WHEEL_POS;7.705,0.00
VAL;2026-09-18 17:04:59.063764;;;WHEEL_POS;7.720,0.00
VAL;2026-09-18 17:04:59.091900;;;WHEEL_POS;7.748,0.00
VAL;2026-09-18 17:04:59.123155;;;WHEEL_POS;7.780,0.00
VAL;2026-09-18 17:04:59.138779;;;WHEEL_POS;7.795,0.00
VAL;2026-09-18 17:04:59.176538;;;WHEEL_POS;7.833,0.00
VAL;2026-09-18 17:04:59.207797;;;WHEEL_POS;7.864,0.00
VAL;2026-09-18 17:04:59.258560;;;WHEEL_POS;7.915,0.00
VAL;2026-09-18 17:04:59.292320;;;WHEEL_POS;7.949,0.00
VAL;2026-09-18 17:04:59.323573;;;WHEEL_POS;7.980,0.00
VAL;2026-09-18 17:04:59.354825;;;WHEEL_POS;8.011,0.00
VAL;2026-09-18 17:04:59.408218;;;WHEEL_POS;8.065,0.00
VAL;2026-09-18 17:04:59.423842;;;WHEEL_POS;8.080,0.00
VAL;2026-09-18 17:04:59.449824;;;WHEEL_POS;8.106,0.00
VAL;2026-09-18 17:04:59.492591;;;WHEEL_POS;8.149,0.00
VAL;2026-09-18 17:04:59.523843;;;WHEEL_POS;8.180,0.00
VAL;2026-09-18 17:04:59.555096;;;WHEEL_POS;8.212,0.00
